Rank,ReleaseDate,Name,Budget,Domestic,Worldwide,Year
2778,2008-03-07,Married Life,12000000.0,1506998,1506998,2008
2779,2005-08-05,2046,12000000.0,1442338,19202856,2005
2780,2005-09-30,Duma,12000000.0,870067,994790,2005
2781,2010-06-04,Ondine,12000000.0,550472,550472,2010
2782,2001-07-20,Brother,12000000.0,450594,450594,2001
2783,2002-10-04,Welcome to Collinwood,12000000.0,378650,378650,2002
2784,2008-04-18,Life Before Her Eyes,12000000.0,303439,7203439,2008
2785,1997-10-31,Critical Care,12000000.0,220175,220175,1997
2786,2007-09-28,Trade,12000000.0,214202,1513388,2007
2787,2006-01-06,Fateless,12000000.0,196857,196857,2006
2788,2010-09-03,San qiang pai an jing qi,12000000.0,190946,310946,2010
2789,1999-09-17,Breakfast of Champions,12000000.0,178287,178287,1999
2790,2001-03-09,Company Man,12000000.0,146028,622273,2001
2791,2011-05-11,Nanjing! Nanjing!,12000000.0,122558,20122558,2011
2792,2011-08-19,5 Days of War,12000000.0,17479,17479,2011
2793,2011-12-31,Tu Xia Chuan Qi,12000000.0,0,1828400,2011
2794,2009-09-15,Triangle,12000000.0,0,1595168,2009
2795,2013-10-19,Supesu Batorushippu Yamato,12000000.0,0,0,2013
2796,2014-10-03,Drive Hard,12000000.0,0,0,2014
2797,1999-12-10,Diamonds,11900000.0,81897,81897,1999
2798,1998-03-20,Madadayo,11900000.0,48856,48856,1998
2799,1989-04-21,Pet Sematary,11500000.0,57469179,57469179,1989
2800,2009-11-27,The Cry of the Owl,11500000.0,0,0,2009
2801,2009-10-09,St. Trinian's,11400000.0,15000,22446568,2009
2802,1977-05-25,Star Wars Ep. IV: A New Hope,11000000.0,460998007,797900000,1977
2803,1984-06-08,Gremlins,11000000.0,148168459,148168459,1984
2804,1965-12-22,Doctor Zhivago,11000000.0,111721000,111721000,1965
2805,2010-12-10,The Fighter,11000000.0,93617009,129262388,2010
2806,2008-10-24,High School Musical 3: Senior Year,11000000.0,90559416,274392880,2008
2807,2006-09-22,Jackass: Number Two,11000000.0,72778712,85278712,2006
2808,1992-03-13,My Cousin Vinny,11000000.0,52929168,52929168,1992
2809,2014-08-22,If I Stay,11000000.0,50474843,75374843,2014
2810,1989-04-07,Major League,11000000.0,49793054,49793054,1989
2811,2003-04-04,Phone Booth,11000000.0,46566212,97837138,2003
2812,2002-01-25,A Walk to Remember,11000000.0,41227069,46060915,2002
2813,1995-12-29,Dead Man Walking,11000000.0,39387284,83088295,1995
2814,1999-03-05,Cruel Intentions,11000000.0,38230075,75803716,1999
2815,2008-10-17,The Secret Life of Bees,11000000.0,37770162,39984023,2008
2816,1981-06-12,History of the World: Part I,11000000.0,31672000,31672000,1981
2817,2009-10-23,Saw VI,11000000.0,27693292,69752402,2009
2818,2001-10-12,Corky Romano,11000000.0,23978402,23978402,2001
2819,1992-08-07,Raising Cain,11000000.0,21171695,21171695,1992
2820,1978-04-13,F.I.S.T,11000000.0,20388920,20388920,1978
2821,1975-01-01,Barry Lyndon,11000000.0,20000000,20000000,1975
2822,2013-01-11,Quartet,11000000.0,18388357,49323093,2013
2823,2001-11-21,Out Cold,11000000.0,13906394,14786394,2001
2824,2000-10-13,The Ladies Man,11000000.0,13592872,13719474,2000
2825,2001-03-30,Tomcats,11000000.0,13558739,13558739,2001
2826,2013-12-06,Inside Llewyn Davis,11000000.0,13248360,15948360,2013
2827,2002-04-12,Frailty,11000000.0,13110448,19947280,2002
2828,1993-02-19,Army of Darkness,11000000.0,11502976,21502976,1993
2829,2004-11-12,Kinsey,11000000.0,10214647,13000959,2004
2830,1993-12-25,What's Eating Gilbert Grape,11000000.0,9170214,9170214,1993
2831,2002-02-01,Slackers,11000000.0,4814244,4814244,2002
2832,2003-09-26,The Gospel of John,11000000.0,4068087,4246765,2003
2833,2004-10-10,Vera Drake,11000000.0,3753806,13353855,2004
2834,2003-01-31,The Guru,11000000.0,3051221,23788368,2003
2835,1995-12-14,Othello,11000000.0,2844379,2844379,1995
2836,1995-05-12,The Perez Family,11000000.0,2794056,2794056,1995
2837,1970-01-01,The Molly Maguires,11000000.0,2200000,2200000,1970
2838,1991-01-01,Return to the Blue Lagoon,11000000.0,2000000,2000000,1991
2839,2007-09-07,Romance and Cigarettes,11000000.0,551002,3231251,2007
2840,2006-11-10,Copying Beethoven,11000000.0,355968,355968,2006
2841,2011-08-26,Brighton Rock,11000000.0,229653,229653,2011
2842,2012-05-04,LOL,11000000.0,0,10431506,2012
2843,2008-10-24,Saw V,10800000.0,56746769,118209778,2008
2844,2007-04-27,Jindabyne,10800000.0,399879,2862544,2007
2845,2006-08-11,Kabhi Alvida Naa Kehna,10750000.0,3275443,32575443,2006
2846,1982-06-04,Poltergeist,10700000.0,74706019,121706019,1982
2847,1999-06-18,An Ideal Husband,10700000.0,18542974,31341183,1999
2848,2004-12-25,Darkness,10600000.0,22163442,34409206,2004
2849,1982-06-11,ET: The Extra-Terrestrial,10500000.0,435110554,792965326,1982
2850,1968-04-02,2001: A Space Odyssey,10500000.0,56700000,68700000,1968
2851,2007-04-20,In the Land of Women,10500000.0,11052958,14140402,2007
2852,1994-12-31,There Goes My Baby,10500000.0,125169,125169,1994
2853,2004-02-20,The Blue Butterfly,10400000.0,1610194,1610194,2004
2854,2001-11-02,Le Fabuleux destin d'Amélie Poulain,10350000.0,33201661,174201661,2001
2855,2010-04-30,Housefull,10100000.0,1183658,18726300,2010
2856,2007-08-24,September Dawn,10100000.0,1066555,1066555,2007
2857,1997-12-05,Good Will Hunting,10000000.0,138433435,225933435,1997
2858,2004-10-22,The Grudge,10000000.0,110359362,187281115,2004
2859,1981-06-26,Stripes,10000000.0,85300000,85300000,1981
2860,2006-10-27,Saw III,10000000.0,80238724,163876815,2006
2861,2000-08-25,Bring it On,10000000.0,68353550,90453550,2000
2862,1999-01-29,She's All That,10000000.0,63465522,63465522,1999
2863,2007-10-26,Saw IV,10000000.0,63300095,135759694,2007
2864,2006-02-24,Madea's Family Reunion,10000000.0,63257940,63308879,2006
2865,2005-01-07,White Noise,10000000.0,56094360,92094360,2005
2866,1986-10-17,The Color of Money,10000000.0,52293000,52293000,1986
2867,1992-10-02,The Mighty Ducks,10000000.0,50752337,50752337,1992
2868,2009-11-06,Precious (Based on the Novel Push by Sapphire),10000000.0,47566524,68722848,2009
2869,2012-05-04,The Best Exotic Marigold Hotel,10000000.0,46383639,134729347,2012
2870,1989-02-17,Bill & Ted's Excellent Adventure,10000000.0,40485039,40485039,1989
2871,1962-10-04,The Longest Day,10000000.0,39100000,50100000,1962
2872,1996-02-16,Happy Gilmore,10000000.0,38623460,41004412,1996
2873,2001-08-31,Jeepers Creepers,10000000.0,37904175,58939035,2001
2874,1968-12-11,Oliver!,10000000.0,37402877,37402877,1968
2875,2001-02-16,Recess: School's Out,10000000.0,36696761,44451470,2001
2876,1985-07-10,Mad Max Beyond Thunderdome,10000000.0,36230219,36230219,1985
2877,1977-11-03,Pete's Dragon,10000000.0,36000000,36000000,1977
2878,1985-10-04,Commando,10000000.0,35073978,35073978,1985
2879,2010-09-17,Devil,10000000.0,33679655,63354114,2010
2880,2002-11-22,Friday After Next,10000000.0,33253609,33526835,2002
2881,1992-03-06,The Lawnmower Man,10000000.0,32100816,32100816,1992
2882,2008-10-03,Nick and Norah's Infinite Playlist,10000000.0,31487293,33544594,2008
2883,1999-11-12,Dogma,10000000.0,30651422,43948865,1999
2884,2002-09-20,The Banger Sisters,10000000.0,30306281,38067218,2002
2885,2000-12-08,Snatch,10000000.0,30093107,83593107,2000
2886,1989-05-19,Road House,10000000.0,30050028,30050028,1989
2887,1983-06-24,Twilight Zone: The Movie,10000000.0,29500000,29500000,1983
2888,1994-11-23,A Low Down Dirty Shame,10000000.0,29317886,29317886,1994
2889,2013-08-30,One Direction: This is Us,10000000.0,28873374,68541786,2013
2890,2002-09-06,Swimfan,10000000.0,28564995,34364995,2002
2891,2006-10-06,Employee of the Month,10000000.0,28444855,38364855,2006
2892,2009-11-06,The Fourth Kind,10000000.0,26218170,49486874,2009
2893,1983-03-25,The Outsiders,10000000.0,25697647,25697647,1983
2894,1998-06-12,Can't Hardly Wait,10000000.0,25358996,25358996,1998
2895,2012-08-17,Sparkle,10000000.0,24397469,24660323,2012
2896,2013-04-26,Mud,10000000.0,21590086,24578405,2013
2897,2010-11-12,Skyline,10000000.0,21416355,78693371,2010
2898,1983-10-21,The Dead Zone,10000000.0,20766000,20766000,1983
2899,2001-02-02,Valentine,10000000.0,20384136,20384136,2001
2900,2007-02-23,Reno 911!: Miami,10000000.0,20342161,21851362,2007
2901,1998-07-24,Jane Austen's Mafia,10000000.0,19843795,30143795,1998
2902,1994-02-25,Sugar Hill,10000000.0,18272447,18272447,1994
2903,2008-06-20,Kit Kittredge: An American Girl,10000000.0,17657973,17657973,2008
2904,2005-09-23,Roll Bounce,10000000.0,17380866,17500866,2005
2905,1998-12-11,Rushmore,10000000.0,17105219,19080435,1998
2906,1990-01-19,Tremors,10000000.0,16667084,16667084,1990
2907,2005-06-17,The Perfect Man,10000000.0,16535005,19535005,2005
2908,1990-08-03,Mo' Better Blues,10000000.0,16153000,16153000,1990
2909,2002-01-25,Kung Pow: Enter the Fist,10000000.0,16033556,17033556,2002
2910,2003-05-30,Wrong Turn,10000000.0,15417771,28649556,2003
2911,1980-05-16,The Long Riders,10000000.0,15198912,15198912,1980
2912,1999-03-12,The Corruptor,10000000.0,15164492,15164492,1999
2913,2009-08-14,"The Goods: Live Hard, Sell Hard",10000000.0,15122676,15297318,2009
2914,2002-06-28,Hey Arnold! The Movie,10000000.0,13684949,13684949,2002
2915,2005-12-30,The Matador,10000000.0,12589255,17300838,2005
2916,1997-03-14,Love Jones,10000000.0,12554569,12554569,1997
2917,2000-12-19,The Gift,10000000.0,12008642,44567606,2000
2918,2006-01-20,End of the Spear,10000000.0,11748661,11924041,2006
2919,2001-03-09,Get Over It,10000000.0,11560259,19860259,2001
2920,1999-02-19,Office Space,10000000.0,10827813,12827813,1999
2921,1999-07-23,Drop Dead Gorgeous,10000000.0,10571408,10571408,1999
2922,1999-06-11,Le Violon rouge,10000000.0,10019109,10019109,1999
2923,1998-11-25,Very Bad Things,10000000.0,9949470,21094974,1998
2924,2004-07-09,Sleepover,10000000.0,9408183,9408183,2004
2925,2013-01-25,Movie 43,10000000.0,8840453,22855518,2013
2926,1984-10-26,Body Double,10000000.0,8801940,8801940,1984
2927,2010-05-21,MacGruber,10000000.0,8525600,8629895,2010
2928,2003-07-18,Dirty Pretty Things,10000000.0,8112414,14156753,2003
2929,2014-03-14,Bad Words,10000000.0,7779614,7843145,2014
2930,2008-02-01,Over Her Dead Body,10000000.0,7570127,20717656,2008
2931,2001-10-24,Bones,10000000.0,7316658,8378853,2001
2932,2012-06-22,Seeking a Friend for the End of the World,10000000.0,7078738,7756163,2012
2933,2006-12-01,Turistas,10000000.0,7027762,14321070,2006
2934,2012-11-30,The Collection,10000000.0,6810754,8396077,2012
2935,1998-10-30,American History X,10000000.0,6719864,6719864,1998
2936,2004-01-16,Teacher's Pet: The Movie,10000000.0,6491969,6491969,2004
2937,1999-10-15,The Straight Story,10000000.0,6197866,6197866,1999
2938,2002-05-03,Deuces Wild,10000000.0,6044618,6244618,2002
2939,2008-03-22,"Run, Fatboy, Run",10000000.0,6003262,36743410,2008
2940,1981-12-18,Heartbeeps,10000000.0,6000000,6000000,1981
2941,2007-07-04,Rescue Dawn,10000000.0,5490423,7037886,2007
2942,2000-04-05,Black and White,10000000.0,5241315,5241315,2000
2943,2010-06-18,I am Love,10000000.0,5005465,15132211,2010
2944,2001-10-26,On the Line,10000000.0,4365455,4690802,2001
2945,1996-10-04,Crash,10000000.0,3357324,3357324,1996
2946,2012-10-12,Atlas Shrugged: Part II,10000000.0,3336053,3336053,2012
2947,1994-02-04,Romeo Is Bleeding,10000000.0,3275585,3275585,1994
2948,1999-10-08,The Limey,10000000.0,3193102,6030047,1999
2949,2000-12-22,The House of Mirth,10000000.0,3041803,5141803,2000
2950,2011-09-09,Bucky Larson: Born to Be a Star,10000000.0,2529395,2529395,2011
2951,2000-10-06,Bamboozled,10000000.0,2185266,2373937,2000
2952,1981-02-11,Sphinx,10000000.0,2000000,11400000,1981
2953,2013-05-03,The Iceman,10000000.0,1930401,1930401,2013
2954,2011-06-24,A Better Life,10000000.0,1759252,1766372,2011
2955,2003-02-28,Spider,10000000.0,1641788,1641788,2003
2956,2000-02-04,Gun Shy,10000000.0,1638202,1638202,2000
2957,2002-12-27,Nicholas Nickleby,10000000.0,1562800,1562800,2002
2958,2010-04-16,The Joneses,10000000.0,1475746,3541565,2010
2959,2006-06-23,Krrish,10000000.0,1430721,32430721,2006
2960,2000-08-11,Cecil B. Demented,10000000.0,1276984,1953882,2000
2961,2003-05-02,Owning Mahowny,10000000.0,1011054,1011054,2003
2962,2007-10-19,The Ten Commandments,10000000.0,952820,1051907,2007
2963,2007-09-07,The Brothers Solomon,10000000.0,900926,900926,2007
2964,1999-08-06,Illuminata,10000000.0,836641,836641,1999
2965,2011-12-02,Coriolanus,10000000.0,749641,1049641,2011
2966,2002-10-11,Swept Away,10000000.0,598645,598645,2002
2967,2008-05-23,"War, Inc.",10000000.0,580862,1296184,2008
2968,2004-04-02,Shaolin Soccer,10000000.0,488872,42776032,2004
2969,2004-08-27,The Brown Bunny,10000000.0,366301,630427,2004
2970,1998-12-25,The Swindle,10000000.0,245359,5045359,1998
2971,1998-08-14,La femme de chambre du Titanic,10000000.0,244465,244465,1998
2972,2004-12-17,Imaginary Heroes,10000000.0,228524,290875,2004
2973,2001-10-26,High Heels and Low Lifes,10000000.0,226792,226792,2001
2974,2009-08-21,World's Greatest Dad,10000000.0,221805,295750,2009
2975,2013-05-03,"Cinco de Mayo, La Batalla",10000000.0,173472,173472,2013
2976,2010-10-29,Welcome to the Rileys,10000000.0,152857,312857,2010
2977,2009-10-09,Free Style,10000000.0,141108,721108,2009
2978,2007-05-18,Severance,10000000.0,137221,5950002,2007
2979,2006-07-14,Edmond,10000000.0,131719,241719,2006
2980,2010-04-23,Joheunnom nabbeunnom isanghannom,10000000.0,128486,42226657,2010
2981,1994-08-26,Police Academy 7: Mission to Moscow,10000000.0,126247,126247,1994
2982,2010-02-19,Blood Done Sign My Name,10000000.0,109383,109383,2010
2983,2010-02-19,The Good Guy,10000000.0,100688,100688,2010
2984,2009-10-23,Motherhood,10000000.0,93388,723388,2009
2985,2004-10-15,Eulogy,10000000.0,70527,70527,2004
2986,1998-02-27,An Alan Smithee Film: Burn Hollywood Burn,10000000.0,45779,45779,1998
2987,2009-08-28,The Open Road,10000000.0,19716,19716,2009
2988,2009-10-16,Janky Promoters,10000000.0,9069,9069,2009
2989,2010-08-06,The Oxford Murders,10000000.0,4803,19510009,2010
2990,2010-12-31,The Reef,10000000.0,0,15037867,2010
2991,2008-01-08,White Noise 2: The Light,10000000.0,0,8243567,2008
2992,2011-06-21,You Got Served: Beat The World,10000000.0,0,1230542,2011
2993,2009-08-21,Fifty Dead Men Walking,10000000.0,0,897698,2009
2994,2009-09-22,Adam Resurrected,10000000.0,0,90909,2009
2995,2012-04-13,Detention,10000000.0,0,0,2012
2996,2007-02-02,Partition,10000000.0,0,0,2007
2997,2014-12-25,Big Eyes,10000000.0,0,0,2014
2998,2014-11-07,Elsa & Fred,10000000.0,0,0,2014
2999,2013-12-31,Grizzly,10000000.0,0,0,2013
3000,2014-09-26,Plastic,10000000.0,0,0,2014
3001,2014-12-31,While We're Young,10000000.0,0,0,2014
3002,2010-04-30,Gunless,9900000.0,458054,458054,2010
3003,2009-04-03,Adventureland,9800000.0,16044025,17553055,2009
3004,2012-12-19,Amour,9700000.0,6738954,25915719,2012
3005,2006-04-28,The Lost City,9600000.0,2484186,3650302,2006
3006,2000-01-12,Next Friday,9500000.0,57176582,59675307,2000
3007,1967-06-13,You Only Live Twice,9500000.0,43100000,111600000,1967
3008,1988-06-10,Poltergeist III,9500000.0,14114000,14114000,1988
3009,2010-03-19,The Runaways,9500000.0,3573673,5278632,2010
3010,2009-10-30,Gentlemen Broncos,9500000.0,113682,118482,2009
3011,1963-11-07,It's a Mad Mad Mad Mad World,9400000.0,46300000,60000000,1963
3012,2006-11-03,Volver,9400000.0,12899867,85599867,2006
3013,2011-11-11,Melancholia,9400000.0,3030848,18044073,2011
3014,1981-08-07,Heavy Metal,9300000.0,19571091,19571091,1981
3015,1995-12-29,Richard III,9200000.0,2684904,4204857,1995
3016,2011-12-31,Red Dog,9100000.0,0,20927794,2011
3017,2010-12-31,Mine Vaganti,9100000.0,0,0,2010
3018,1979-05-25,Alien,9000000.0,80930630,203630630,1979
3019,2003-10-17,The Texas Chainsaw Massacre,9000000.0,80571655,107071655,2003
3020,1971-01-01,Fiddler on the Roof,9000000.0,80500000,80500000,1971
3021,2014-07-18,The Purge: Anarchy,9000000.0,71588535,110764812,2014
3022,1965-12-29,Thunderball,9000000.0,63600000,141200000,1965
3023,2008-05-30,The Strangers,9000000.0,52597610,83051676,2008
3024,1996-11-06,Set It Off,9000000.0,36049108,36049108,1996
3025,1999-10-22,The Best Man,9000000.0,34102780,34572780,1999
3026,1988-11-09,Child's Play,9000000.0,33244684,44196684,1988
3027,2007-06-22,Sicko,9000000.0,24538513,33538513,2007
3028,2000-01-21,Down to You,9000000.0,20035310,20035310,2000
3029,2004-07-30,Harold & Kumar Go to White Castle,9000000.0,18225165,18225165,2004
3030,2000-10-13,The Contender,9000000.0,17804273,17804273,2000
3031,2000-02-18,Boiler Room,9000000.0,16963963,28773637,2000
3032,2006-12-25,Black Christmas,9000000.0,16235738,16235738,2006
3033,1984-03-16,The Ice Pirates,9000000.0,13075390,13075390,1984
3034,2004-05-14,Breakin' All the Rules,9000000.0,12232382,12512317,2004
3035,2011-08-10,Glee: The 3D Concert Movie,9000000.0,11862398,17462398,2011
3036,1989-11-08,Henry V,9000000.0,10161099,10161099,1989
3037,2007-11-28,The Savages,9000000.0,6623082,10642023,2007
3038,2003-04-16,Chasing Papi,9000000.0,6126237,12657377,2003
3039,2000-09-08,The Way of the Gun,9000000.0,6047856,13061935,2000
3040,2008-08-22,Hamlet 2,9000000.0,4886216,4898285,2008
3041,2002-09-13,Igby Goes Down,9000000.0,4777465,4777465,2002
3042,1994-04-29,PCU,9000000.0,4333569,4333569,1994
3043,2007-03-09,The Ultimate Gift,9000000.0,3438735,3438735,2007
3044,2000-09-29,Beautiful,9000000.0,3134509,3134509,2000
3045,2007-06-01,Gracie,9000000.0,2956339,3922043,2007
3046,2006-08-18,Trust the Man,9000000.0,1530535,2548378,2006
3047,2005-08-26,Undiscovered,9000000.0,1069318,1069318,2005
3048,1998-11-06,Velvet Goldmine,9000000.0,1053788,4861972,1998
3049,2010-05-14,Princess Kaiulani,9000000.0,883887,883887,2010
3050,2003-06-20,The Legend of Suriyothai,9000000.0,454255,454255,2003
3051,1991-10-25,Due occhi diabolici,9000000.0,349618,349618,1991
3052,2010-01-22,La fille du RER,9000000.0,208163,208163,2010
3053,2002-10-25,All or Nothing,9000000.0,184255,184255,2002
3054,2010-02-05,The Red Riding Trilogy: 1974,9000000.0,148826,148826,2010
3055,2009-07-31,Flammen og Citronen,9000000.0,148089,1635241,2009
3056,2010-04-02,Leaves of Grass,9000000.0,70066,70066,2010
3057,2006-11-22,Opal Dreams,9000000.0,14443,14443,2006
3058,2014-06-17,Beneath Hill 60,9000000.0,0,3440939,2014
